code,name,credits,description
32-384,INTERNATIONAL POLITICS,4,"An introductory study of the theory and practice of international 
politics. The course examines both the origins and the consequences of the political organization of 
the modern world. Contributes to International Studies.  Prerequisite: Political Science 32-114 and"
32-394,RESEARCH METHODS IN POLITICAL SCIENCE,4,"This course will introduce students to basic 
approaches to research design and analysis in political science.  Over the course of the semester, we 
will design research topics and questions, develop empirically testable hypotheses, collect relevant 
data, and apply basic qualitative and quantitative data analysis techniques.  Topics covered in this 
course will span all areas of politics, international relations, and political institutions.  Pre-requisites: 
Political Science 32-114 or 32-144 or permission of instructor. Contributes to Data Analytics, Data 
Science and Design Thinking. (ScS)"
32-414,EUROPEAN POLITICS,4,"This course provides an in-depth analysis of the political cultures, 
structures, processes and policies of selected systems in Europe. In addition, the nature and function 
of the European Union is considered. Contributes to International Studies.  Prerequisite: Political 
Science 32-144. (ScS) (Comparative politics)"
32-444,POLITICAL PSYCHOLOGY,4,"This course analyzes political issues from a psychological perspective 
to assess the role that the ""political brain"" plays in shaping our institutions, public policy, and political 
207 
 
behavior. The course also introduces students to research methods typical in the study of political 
behavior. Contributes to Data Analytics, Data Science,  and Psychology. Pre-requisites: Political 
Science 32-114 or Psychology 33-104. (ScS)"
32-504,ADVANCED TOPICS IN POLITICAL SCIENCE,4,"These are advanced selected topics courses 
which contribute to the two required 500-600 level courses necessary to take the Senior Seminar 
(capstone).  These may be repeated with a change in the topic of the course.  Prerequisite: Political 
Science 32-364 or 32-384, or permission of the instructor.  (ScS)"
32-544,INTERNATIONAL CONFLICT,4,"An exploration of issues concerning the characteristics, causes and 
justifications of occurrences of international peace and violence. The focus is primarily on post-Cold 
War era state terrorism (internal and external), low intensity conflict, internal conflict resistance, 
rebellion and revolution, terrorism and peace. Substantial writing required. Contributes to 
International Studies.  Prerequisites: Political Science 32-364 or 32-384, or permission of instructor. 
(ScS) (International relations)"
32-564,MODERN POLITICAL THEORY,4,"This course explores experience of modernity and the concept of 
enlightenment, as well as disenchantment and alienation. We analyze Romantic and Modernist 
responses to the problems and possibilities enabled by modernity, with a focus on the practice of 
politics in everyday life. This course will focus on sensory perception, aesthetics, and the political 
implications of how we experience the world, comparing and connecting how these themes play out 
in 19th century American Transcendentalist versions of Romanticism and 20th century continental 
versions of Modernism. Prerequisite: Political Science 32-364 or permission of instructor. (ScS) 
(Political theory)"
32-574,CONTEMPORARY DEMOCRATIC THEORY,4,"What does it mean to be democratic and what kinds 
of citizens define a democracy? Drawing from the works of contemporary political theorists, this 
course analyzes the contested boundaries of the concept of “democracy” and explores how individuals 
can best negotiate collective life together, given differences and given various ways that power 
operates in contemporary society. Prerequisite: Political Science 32-364 or permission of instructor. 
(ScS) (Political theory)"
32-644,THE CHINESE CULTURAL REVOLUTION,4,"This seminar explores the causes of the Cultural 
Revolution, the role of Mao and Mao Zedong thought, the experiences of various groups in society 
during the Cultural Revolution, and the effects of the Cultural Revolution on contemporary China. 
Contributes to East Asian Studies and International Studies.  Prerequisite: Political Science 32-364 or"
32-654,WOMEN AND POLITICS IN EUROPE AND ASIA,4,"A study of women and politics in Europe and 
Asia from a comparative perspective.  Explores the role ideology, institutions, culture and social 
movements play in creating opportunities and constraints for women in the political realm.  
Contributes to East Asian Studies, Feminist Studies, and International Studies.  Prerequisite: Political 
Science 32-144. (ScS) (SJ) (Comparative Politics)"
32-964,SENIOR SEMINAR,4,"This course fulfills the capstone requirement for the major. Requires permission 
of instructor. (Fall, Spring)"
"32-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in topic.
"32-301, 302, 303, 304",SELECTED TOPICS,4,May be repeated with change in topic.
"32-901, 902, 903, 904",TUTORIAL,4,"32-941, 942, 943, 944,  
ACADEMIC INTERNSHIP. May be arranged through the department. These internships require a   
948 
minimum of 40 hours of work per credit supervised by a member of the departmental faculty and a 
substantial written component. Internships are generally open to juniors and seniors. Open to students 
in good disciplinary standing with eight credits in political science.  No more than one internship can 
count toward the major. Must be taken Pass/D/F."
"32-951, 952, 953, 954",INDEPENDENT STUDY,4,"Must be arranged with departmental faculty and requires permission of 
instructor. May be repeated with changed content. Prerequisite: Open to students with at least eight 
credits in Political Science."
32-984,HONORS,4,"By invitation only. 
Psychology (PSY)"
33-104,PRINCIPLES OF PSYCHOLOGY,4,"Students will be introduced to the methods and findings of both 
classic and current psychological research, as well as to the practical applications of this work. 
Emphasis is placed on acquiring a foundation of knowledge and critical skills that are necessary to 
evaluate psychological research. Contributes to Animal Studies and Health Studies. (Fall, Spring) 
(ScS)"
33-204,SURVEY OF RESEARCH METHODS,4,"This course introduces students to a variety of research 
methods in psychology, including experimental and non-experimental designs. Topics include 
literature review, hypothesis formation, psychological measurement, sampling, design, statistical 
analysis, ethics, and scientific writing in APA style. This course (with no lab) covers the basic 
methodological background necessary for upper-level psychology courses but does not involve 
project-based research. It is recommended for (a) psychology majors pursuing non-psychology 
careers or who prefer an internship capstone rather than a research capstone, (b) psychology minors,
and (c) non-psychology majors preparing to take the MCAT. Contributes to Data Analytics and Data 
Science. Prerequisites: Psychology 33-104 and Mathematics 52-114. (Spring) (WA) (ScS)"
33-334,PERSONALITY THEORY AND RESEARCH,4,"A survey course that provides an overview of the 
major personality theories and the methods and findings of personality research. The trait approach 
will be fully explored, but significant attention will also be paid to both classical and modern 
modifications of psychoanalytic theories and to biological, learning-based (behavioral), cognitive, and 
humanistic theories. The emphasis will be on examination and evaluation of the experimental 
evidence pertinent to each theory. Prerequisite: Psychology 33-104. (Spring) (ScS)"
